active ingredients	drug ID	drug label	disease name	disease ID	disease label	indication	drug|disease	original source text	contraindication
{'VERAPAMIL'}	CHEBI:77733	Verapamil	VENTRICULAR TACHYCARDIA	MONDO:0005477	ventricular tachycardia	False	CHEBI:77733|MONDO:0005477	Intravenous Verapamil HCI is contraindicated in:Severe hypotension or cardiogenic shock.Second- or third-degree AV block (except in patients with a functioning artificial ventricular pacemaker).Sick sinus syndrome (except in patients with a functioning artificial ventricular pacemaker).Severe congestive heart failure (unless secondary to a supraventricular tachycardia amenable to verapamil therapy.)Patients receiving intravenous beta adrenergic blocking drugs (e.g., propranolol). Intravenous verapamil and intravenous beta adrenergic blocking drugs should not be administered in close proximity to each other (within a few hours), since both may have a depressant effect on myocardial contractility and AV conduction.Patients with atrial flutter or atrial fibrillation and an accessory bypass tract (i.e. Wolff-Parkinson-White, Lown-Ganong-Levine syndromes) are at risk to develop ventricular tachyarrhythmia including ventricular fibrillation if verapamil is administered. Therefore, the use of verapamil in these patients is contraindicated.Ventricular Tachycardia. Administration of intravenous verapamil to patients with wide-complex ventricular-tachycardia (QRS ≥ 0.12 sec) can result in marked hemodynamic deterioration and ventricular fibrillation. Proper pretherapy diagnosis and differentiation from wide-complex supraventricular tachycardia is imperative in the emergency room setting.Known hypersensitivity to verapamil hydrochloride.	True
{'DIFLORASONE'}	CHEBI:31483	diflorasone diacetate		MONDO:0015912	macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss	False	CHEBI:31483|MONDO:0015912	Topical steroids are contraindicated in those patients with a history of hypersensitivity to any of the components of the preparation.	True
{'MECLIZINE'}	CHEBI:6709	Meclizine		MONDO:0015912	macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss	False	CHEBI:6709|MONDO:0015912	Meclizine HCl is contraindicated in individuals who have shown a previous hypersensitivity to it.	True
{'METOPROLOL'}	CHEBI:6904	Metoprolol	SECOND- AND THIRD-DEGREE HEART BLOCK	MONDO:0000468	third-degree atrioventricular block	False	CHEBI:6904|MONDO:0000468	Myocardial InfarctionMetoprolol is contraindicated in patients with a heart rate < 45 beats/min; second- and third-degree heart block; significant first-degree heart block (P-R interval ≥ 0.24 sec); systolic blood pressure < 100 mmHg; or moderate-to-severe cardiac failure (see WARNINGS).	True
{'METOPROLOL'}	CHEBI:6904	Metoprolol	SIGNIFICANT FIRST-DEGREE HEART BLOCK	MONDO:0000466	first-degree atrioventricular block	False	CHEBI:6904|MONDO:0000466	Myocardial InfarctionMetoprolol is contraindicated in patients with a heart rate < 45 beats/min; second- and third-degree heart block; significant first-degree heart block (P-R interval ≥ 0.24 sec); systolic blood pressure < 100 mmHg; or moderate-to-severe cardiac failure (see WARNINGS).	True
{'METOPROLOL'}	CHEBI:6904	Metoprolol	MODERATE-TO-SEVERE CARDIAC FAILURE	MONDO:0005009	congestive heart failure	False	CHEBI:6904|MONDO:0005009	Myocardial InfarctionMetoprolol is contraindicated in patients with a heart rate < 45 beats/min; second- and third-degree heart block; significant first-degree heart block (P-R interval ≥ 0.24 sec); systolic blood pressure < 100 mmHg; or moderate-to-severe cardiac failure (see WARNINGS).	True
{'LORAZEPAM'}	CHEBI:6539	Lorazepam	ACUTE NARROW-ANGLE GLAUCOMA	MONDO:0001744	angle-closure glaucoma	False	CHEBI:6539|MONDO:0001744	Lorazepam injection is contraindicated in patients with a known sensitivity to benzodiazepines or its vehicle (polyethylene glycol, propylene glycol, and benzyl alcohol), in patients with acute narrow-angle glaucoma, or in patients with sleep apnea syndrome.  It is also contraindicated in patients with severe respiratory insufficiency, except in those patients requiring relief of anxiety and/or diminished recall of events while being mechanically ventilated. The use of lorazepam injection intra-arterially is contraindicated because, as with other injectable benzodiazepines, inadvertent intra-arterial injection may produce arteriospasm resulting in gangrene which may require amputation (seeWARNINGS).	True
{'LORAZEPAM'}	CHEBI:6539	Lorazepam	SLEEP APNEA SYNDROME	MONDO:0005296	sleep apnea syndrome	False	CHEBI:6539|MONDO:0005296	Lorazepam injection is contraindicated in patients with a known sensitivity to benzodiazepines or its vehicle (polyethylene glycol, propylene glycol, and benzyl alcohol), in patients with acute narrow-angle glaucoma, or in patients with sleep apnea syndrome.  It is also contraindicated in patients with severe respiratory insufficiency, except in those patients requiring relief of anxiety and/or diminished recall of events while being mechanically ventilated. The use of lorazepam injection intra-arterially is contraindicated because, as with other injectable benzodiazepines, inadvertent intra-arterial injection may produce arteriospasm resulting in gangrene which may require amputation (seeWARNINGS).	True
{'LORAZEPAM'}	CHEBI:6539	Lorazepam	SEVERE RESPIRATORY INSUFFICIENCY	MONDO:0005091	severe acute respiratory syndrome	False	CHEBI:6539|MONDO:0005091	Lorazepam injection is contraindicated in patients with a known sensitivity to benzodiazepines or its vehicle (polyethylene glycol, propylene glycol, and benzyl alcohol), in patients with acute narrow-angle glaucoma, or in patients with sleep apnea syndrome.  It is also contraindicated in patients with severe respiratory insufficiency, except in those patients requiring relief of anxiety and/or diminished recall of events while being mechanically ventilated. The use of lorazepam injection intra-arterially is contraindicated because, as with other injectable benzodiazepines, inadvertent intra-arterial injection may produce arteriospasm resulting in gangrene which may require amputation (seeWARNINGS).	True
{'DIFLORASONE'}	CHEBI:31483	diflorasone diacetate		MONDO:0015912	macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss	False	CHEBI:31483|MONDO:0015912	Topical steroids are contraindicated in those patients with a history of hypersensitivity to any of the components of the preparation.	True
{'FLUOROMETHOLONE'}	CHEBI:31625	Fluorometholone	EPITHELIAL HERPES SIMPLEX KERATITIS (DENDRITIC KERATITIS)	MONDO:0015288	herpes simplex virus keratitis	False	CHEBI:31625|MONDO:0015288	FLUOR-OP suspension is contraindicated in most viral diseases of the cornea and conjunctiva, including epithelial herpes simplex keratitis (dendritic keratitis), vaccinia, and varicella, and also in mycobacterial infection of the eye and fungal diseases of ocular structures. FLUOR-OP suspension is also contraindicated in individuals with known or suspected hypersensitivity to any of the ingredients of this preparation and to other corticosteroids.	True
{'FLUOROMETHOLONE'}	CHEBI:31625	Fluorometholone	VACCINIA	MONDO:0002595	vaccinia	False	CHEBI:31625|MONDO:0002595	FLUOR-OP suspension is contraindicated in most viral diseases of the cornea and conjunctiva, including epithelial herpes simplex keratitis (dendritic keratitis), vaccinia, and varicella, and also in mycobacterial infection of the eye and fungal diseases of ocular structures. FLUOR-OP suspension is also contraindicated in individuals with known or suspected hypersensitivity to any of the ingredients of this preparation and to other corticosteroids.	True
{'FLUOROMETHOLONE'}	CHEBI:31625	Fluorometholone	VARICELLA	MONDO:0005700	chickenpox	False	CHEBI:31625|MONDO:0005700	FLUOR-OP suspension is contraindicated in most viral diseases of the cornea and conjunctiva, including epithelial herpes simplex keratitis (dendritic keratitis), vaccinia, and varicella, and also in mycobacterial infection of the eye and fungal diseases of ocular structures. FLUOR-OP suspension is also contraindicated in individuals with known or suspected hypersensitivity to any of the ingredients of this preparation and to other corticosteroids.	True
{'FLUOROMETHOLONE'}	CHEBI:31625	Fluorometholone	MYCOBACTERIAL INFECTION OF THE EYE	HP:0011885	Hemorrhage of the eye	False	CHEBI:31625|HP:0011885	FLUOR-OP suspension is contraindicated in most viral diseases of the cornea and conjunctiva, including epithelial herpes simplex keratitis (dendritic keratitis), vaccinia, and varicella, and also in mycobacterial infection of the eye and fungal diseases of ocular structures. FLUOR-OP suspension is also contraindicated in individuals with known or suspected hypersensitivity to any of the ingredients of this preparation and to other corticosteroids.	True
{'FLUOROMETHOLONE'}	CHEBI:31625	Fluorometholone	FUNGAL DISEASES OF OCULAR STRUCTURES	MONDO:0020944	fungal infection of eye	False	CHEBI:31625|MONDO:0020944	FLUOR-OP suspension is contraindicated in most viral diseases of the cornea and conjunctiva, including epithelial herpes simplex keratitis (dendritic keratitis), vaccinia, and varicella, and also in mycobacterial infection of the eye and fungal diseases of ocular structures. FLUOR-OP suspension is also contraindicated in individuals with known or suspected hypersensitivity to any of the ingredients of this preparation and to other corticosteroids.	True
{'CHLORDIAZEPOXIDE'}	CHEBI:3611	Chlordiazepoxide		MONDO:0015912	macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss	False	CHEBI:3611|MONDO:0015912	Chlordiazepoxide HCI Capsules are contraindicated in patients with known hypersensitivity to the drug.	True
{'LEVOCABASTINE'}	CHEBI:135679	Levocabastine		MONDO:0015912	macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss	False	CHEBI:135679|MONDO:0015912	This product is contraindicated in persons with known or suspected hypersensitivity to any of its components. It should not be used while soft contact lenses are being worn.	True
{'BEXAROTENE'}	CHEBI:50859	Bexarotene		MONDO:0015912	macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss	False	CHEBI:50859|MONDO:0015912	Targretin® gel 1% is contraindicated in patients with a known hypersensitivity to bexarotene or other components of the product.	True
{'MEDRYSONE'}	CHEBI:34829	Medrysone	EPITHELIAL HERPES SIMPLEX KERATITIS (DENDRITIC KERATITIS)	MONDO:0015288	herpes simplex virus keratitis	False	CHEBI:34829|MONDO:0015288	HMS® suspension is contraindicated in most viral diseases of the cornea and conjunctiva, including epithelial herpes simplex keratitis (dendritic keratitis), vaccinia, and varicella, and also in mycobacterial infection of the eye and fungal diseases of ocular structures. HMS® suspension is also contraindicated in individuals with known or suspected hypersensitivity to any of the ingredients of this preparation and to other corticosteroids.	True
{'MEDRYSONE'}	CHEBI:34829	Medrysone	VACCINIA	MONDO:0002595	vaccinia	False	CHEBI:34829|MONDO:0002595	HMS® suspension is contraindicated in most viral diseases of the cornea and conjunctiva, including epithelial herpes simplex keratitis (dendritic keratitis), vaccinia, and varicella, and also in mycobacterial infection of the eye and fungal diseases of ocular structures. HMS® suspension is also contraindicated in individuals with known or suspected hypersensitivity to any of the ingredients of this preparation and to other corticosteroids.	True
{'MEDRYSONE'}	CHEBI:34829	Medrysone	VARICELLA	MONDO:0005700	chickenpox	False	CHEBI:34829|MONDO:0005700	HMS® suspension is contraindicated in most viral diseases of the cornea and conjunctiva, including epithelial herpes simplex keratitis (dendritic keratitis), vaccinia, and varicella, and also in mycobacterial infection of the eye and fungal diseases of ocular structures. HMS® suspension is also contraindicated in individuals with known or suspected hypersensitivity to any of the ingredients of this preparation and to other corticosteroids.	True
{'MEDRYSONE'}	CHEBI:34829	Medrysone	MYCOBACTERIAL INFECTION OF THE EYE	HP:0011885	Hemorrhage of the eye	False	CHEBI:34829|HP:0011885	HMS® suspension is contraindicated in most viral diseases of the cornea and conjunctiva, including epithelial herpes simplex keratitis (dendritic keratitis), vaccinia, and varicella, and also in mycobacterial infection of the eye and fungal diseases of ocular structures. HMS® suspension is also contraindicated in individuals with known or suspected hypersensitivity to any of the ingredients of this preparation and to other corticosteroids.	True
{'MEDRYSONE'}	CHEBI:34829	Medrysone	FUNGAL DISEASES OF OCULAR STRUCTURES	MONDO:0020944	fungal infection of eye	False	CHEBI:34829|MONDO:0020944	HMS® suspension is contraindicated in most viral diseases of the cornea and conjunctiva, including epithelial herpes simplex keratitis (dendritic keratitis), vaccinia, and varicella, and also in mycobacterial infection of the eye and fungal diseases of ocular structures. HMS® suspension is also contraindicated in individuals with known or suspected hypersensitivity to any of the ingredients of this preparation and to other corticosteroids.	True
{'METRONIDAZOLE'}	CHEBI:6909	Metronidazole	TRICHOMONIASIS	MONDO:0002154	trichomoniasis	False	CHEBI:6909|MONDO:0002154	Metronidazole is contraindicated in patients with a prior history of hypersensitivity to metronidazole or other nitroimidazole derivatives.In patients with trichomoniasis, metronidazole is contraindicated during the first trimester of pregnancy. (See PRECAUTIONS.)	True
{'PROMETHAZINE'}	CHEBI:8461	Promethazine	COMATOSE STATES	HP:0001259	Coma	False	CHEBI:8461|HP:0001259	Promethazine HCl Injection is contraindicated in comatose states and in patients who have demonstrated an idiosyncrasy or hypersensitivity to promethazine or other phenothiazines.Under no circumstances should Promethazine HCl Injection be given by intra-arterial injection due to the likelihood of severe arteriospasm and the possibility of resultant gangrene (see “WARNINGS - Inadvertent Intra-arterial Injection”).Promethazine HCl Injection should not be given by the subcutaneous route; evidence of chemical irritation has been noted, and necrotic lesions have resulted on rare occasions following subcutaneous injection. The preferred parenteral route of administration is by deep intramuscular injection.	True
{'CEFTIZOXIME'}	CHEBI:553473	Ceftizoxime		MONDO:0015912	macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss	False	CHEBI:553473|MONDO:0015912	Cefizox (ceftizoxime for injection, USP) is contraindicated in patients who have known allergy to the drug.	True
{'CEFTIZOXIME'}	CHEBI:553473	Ceftizoxime		MONDO:0015912	macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss	False	CHEBI:553473|MONDO:0015912	Cefizox (ceftizoxime injection) is contraindicated in patients who have known allergy to the drug.	True
{'MORPHINE'}	CHEBI:7003	morphine sulfate	RESPIRATORY DEPRESSION	UMLS:C0235064	Neonatal respiratory depression	False	CHEBI:7003|UMLS:C0235064	Morphine sulfate extended-release is contraindicated in patients with known hypersensitivity to the drug, in patients with respiratory depression in the absence of resuscitative equipment, and in patients with acute or severe bronchial asthma.Morphine sulfate extended-release is contraindicated in any patient who has or is suspected of having a paralytic ileus.	True
{'MORPHINE'}	CHEBI:7003	morphine sulfate	ACUTE OR SEVERE BRONCHIAL ASTHMA	MONDO:0100470	reactive airway disease	False	CHEBI:7003|MONDO:0100470	Morphine sulfate extended-release is contraindicated in patients with known hypersensitivity to the drug, in patients with respiratory depression in the absence of resuscitative equipment, and in patients with acute or severe bronchial asthma.Morphine sulfate extended-release is contraindicated in any patient who has or is suspected of having a paralytic ileus.	True
{'MORPHINE'}	CHEBI:7003	morphine sulfate	PARALYTIC ILEUS	MONDO:0004568	paralytic ileus	False	CHEBI:7003|MONDO:0004568	Morphine sulfate extended-release is contraindicated in patients with known hypersensitivity to the drug, in patients with respiratory depression in the absence of resuscitative equipment, and in patients with acute or severe bronchial asthma.Morphine sulfate extended-release is contraindicated in any patient who has or is suspected of having a paralytic ileus.	True
{'METFORMIN'}	CHEBI:6801	Metformin	ACUTE MYOCARDIAL INFARCTION	MONDO:0004781	acute myocardial infarction	False	CHEBI:6801|MONDO:0004781	Metformin hydrochloride tablets are contraindicated in patients with:Renal disease or renal dysfunction (e.g., as suggested by serum creatinine levels ≥ 1.5 mg/dL [males], ≥ 1.4 mg/dL [females] or abnormal creatinine clearance) which may also result from conditions such as cardiovascular collapse (shock), acute myocardial infarction, and septicemia (see WARNINGS and PRECAUTIONS).Congestive heart failure requiring pharmacologic treatment.Known hypersensitivity to metformin hydrochloride.Acute or chronic metabolic acidosis, including diabetic ketoacidosis, with or without coma. Diabetic ketoacidosis should be treated with insulin.Metformin should be temporarily discontinued in patients undergoing radiologic studies involving intravascular administration of iodinated contrast materials, because use of such products may result in acute alteration of renal function. (See also PRECAUTIONS.)	True
{'METFORMIN'}	CHEBI:6801	Metformin	SEPTICEMIA	MONDO:0042972	meningococcemia	False	CHEBI:6801|MONDO:0042972	Metformin hydrochloride tablets are contraindicated in patients with:Renal disease or renal dysfunction (e.g., as suggested by serum creatinine levels ≥ 1.5 mg/dL [males], ≥ 1.4 mg/dL [females] or abnormal creatinine clearance) which may also result from conditions such as cardiovascular collapse (shock), acute myocardial infarction, and septicemia (see WARNINGS and PRECAUTIONS).Congestive heart failure requiring pharmacologic treatment.Known hypersensitivity to metformin hydrochloride.Acute or chronic metabolic acidosis, including diabetic ketoacidosis, with or without coma. Diabetic ketoacidosis should be treated with insulin.Metformin should be temporarily discontinued in patients undergoing radiologic studies involving intravascular administration of iodinated contrast materials, because use of such products may result in acute alteration of renal function. (See also PRECAUTIONS.)	True
{'METFORMIN'}	CHEBI:6801	Metformin	CONGESTIVE HEART FAILURE	MONDO:0005009	congestive heart failure	False	CHEBI:6801|MONDO:0005009	Metformin hydrochloride tablets are contraindicated in patients with:Renal disease or renal dysfunction (e.g., as suggested by serum creatinine levels ≥ 1.5 mg/dL [males], ≥ 1.4 mg/dL [females] or abnormal creatinine clearance) which may also result from conditions such as cardiovascular collapse (shock), acute myocardial infarction, and septicemia (see WARNINGS and PRECAUTIONS).Congestive heart failure requiring pharmacologic treatment.Known hypersensitivity to metformin hydrochloride.Acute or chronic metabolic acidosis, including diabetic ketoacidosis, with or without coma. Diabetic ketoacidosis should be treated with insulin.Metformin should be temporarily discontinued in patients undergoing radiologic studies involving intravascular administration of iodinated contrast materials, because use of such products may result in acute alteration of renal function. (See also PRECAUTIONS.)	True
{'METFORMIN'}	CHEBI:6801	Metformin	DIABETIC KETOACIDOSIS	MONDO:0012819	diabetic ketoacidosis	False	CHEBI:6801|MONDO:0012819	Metformin hydrochloride tablets are contraindicated in patients with:Renal disease or renal dysfunction (e.g., as suggested by serum creatinine levels ≥ 1.5 mg/dL [males], ≥ 1.4 mg/dL [females] or abnormal creatinine clearance) which may also result from conditions such as cardiovascular collapse (shock), acute myocardial infarction, and septicemia (see WARNINGS and PRECAUTIONS).Congestive heart failure requiring pharmacologic treatment.Known hypersensitivity to metformin hydrochloride.Acute or chronic metabolic acidosis, including diabetic ketoacidosis, with or without coma. Diabetic ketoacidosis should be treated with insulin.Metformin should be temporarily discontinued in patients undergoing radiologic studies involving intravascular administration of iodinated contrast materials, because use of such products may result in acute alteration of renal function. (See also PRECAUTIONS.)	True
{'KETOROLAC TROMETHAMINE'}	CHEBI:6129	Ketorolac	NO LLM OUTPUT	MONDO:0005253	high output heart failure	False	CHEBI:6129|MONDO:0005253	(see also Boxed WARNING)Ketorolac tromethamine is CONTRAINDICATED in patients with active peptic ulcer disease, in patients with recent gastrointestinal bleeding or perforation and in patients with a history of peptic ulcer disease or gastrointestinal bleeding.Ketorolac tromethamine is CONTRAINDICATED in patients with advanced renal impairment or in patients at risk for renal failure due to volume depletion (see WARNINGS for correction of volume depletion).Ketorolac tromethamine is CONTRAINDICATED in labor and delivery because, through its prostaglandin synthesis inhibitory effect, it may adversely affect fetal circulation and inhibit uterine musculature, thus increasing the risk of uterine hemorrhage.The use of ketorolac tromethamine is CONTRAINDICATED in nursing mothers because of the potential adverse effects of prostaglandin-inhibiting drugs on neonates.Ketorolac tromethamine is CONTRAINDICATED in patients with previously demonstrated hypersensitivity to ketorolac tromethamine, or allergic manifestations to aspirin or other nonsteroidal anti-inflammatory drugs (NSAIDs).Ketorolac tromethamine is CONTRAINDICATED as prophylactic analgesic before any major surgery and is CONTRAINDICATED intra-operatively when hemostasis is critical because of the increased risk of bleeding.Ketorolac tromethamine inhibits platelet function and is, therefore, CONTRAINDICATED in patients with suspected or confirmed cerebrovascular bleeding, hemorrhagic diathesis, incomplete hemostasis and those at high risk of bleeding (see WARNINGS and PRECAUTIONS).Ketorolac tromethamine is CONTRAINDICATED in patients currently receiving ASA or NSAIDs because of the cumulative risks of inducing serious NSAID-related adverse events.Ketorolac Tromethamine Injection is CONTRAINDICATED for neuraxial (epidural or intrathecal) administration due to its alcohol content.The concomitant use of ketorolac tromethamine and probenecid is CONTRAINDICATED.	True
{'HYDROFLUMETHIAZIDE'}	CHEBI:5784	Hydroflumethiazide	ANURIA	MONDO:0002476	anuria	False	CHEBI:5784|MONDO:0002476	Saluron® is contraindicated in patients with anuria or hypersensitivity to this or other sulfonamide-derived drugs.	True
{'NAPHAZOLINE'}	CHEBI:7470	Naphazoline	NARROW ANGLE GLAUCOMA	MONDO:0001966	chronic closed-angle glaucoma	False	CHEBI:7470|MONDO:0001966	Contraindicated in the presence of an anatomically narrow angle or in narrow angle glaucoma or in persons who have shown hypersensitivity to any component of this preparation.	True
{'SULFACETAMIDE'}	CHEBI:9327	Isopto cetamide		MONDO:0015912	macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss	False	CHEBI:9327|MONDO:0015912	Hypersensitivity to sulfonamides or to any ingredient of the preparation.	True
set()	PUBCHEM.COMPOUND:452520	CHEMBL154740		MONDO:0015912	macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss	False	PUBCHEM.COMPOUND:452520|MONDO:0015912	Mycelex® Troches are contraindicated in patients who are hypersensitive to any of its components.	True
{'DIPYRIDAMOLE'}	CHEBI:4653	Dipyridamole		MONDO:0015912	macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss	False	CHEBI:4653|MONDO:0015912	Hypersensitivity to dipyridamole.	True
{'TRIMETREXATE'}	CHEBI:9737	Trimetrexate	CLINICALLY SIGNIFICANT SENSITIVITY TO LEUCOVORIN	MONDO:0005434	skin sensitivity to sun	False	CHEBI:9737|MONDO:0005434	Neutrexin (trimetrexate glucuronate for injection) is contraindicated in patients with clinically significant sensitivity to trimetrexate, leucovorin, or methotrexate.	True
{'TRIMETREXATE'}	CHEBI:9737	Trimetrexate	CLINICALLY SIGNIFICANT SENSITIVITY TO METHOTREXATE	MONDO:0005434	skin sensitivity to sun	False	CHEBI:9737|MONDO:0005434	Neutrexin (trimetrexate glucuronate for injection) is contraindicated in patients with clinically significant sensitivity to trimetrexate, leucovorin, or methotrexate.	True
{'MORPHINE'}	CHEBI:7003	morphine sulfate	RESPIRATORY DEPRESSION	UMLS:C0235064	Neonatal respiratory depression	False	CHEBI:7003|UMLS:C0235064	AVINZA is contraindicated in patients with known hypersensitivity to morphine, morphine salts, or any components of the product. AVINZA, like all opioids, is contraindicated in patients with respiratory depression in the absence of resuscitative equipment and in patients with acute or severe bronchial asthma.AVINZA, like all opioids, is contraindicated in any patient who has or is suspected of having paralytic ileus.	True
{'MORPHINE'}	CHEBI:7003	morphine sulfate	ACUTE OR SEVERE BRONCHIAL ASTHMA	MONDO:0100470	reactive airway disease	False	CHEBI:7003|MONDO:0100470	AVINZA is contraindicated in patients with known hypersensitivity to morphine, morphine salts, or any components of the product. AVINZA, like all opioids, is contraindicated in patients with respiratory depression in the absence of resuscitative equipment and in patients with acute or severe bronchial asthma.AVINZA, like all opioids, is contraindicated in any patient who has or is suspected of having paralytic ileus.	True
{'MORPHINE'}	CHEBI:7003	morphine sulfate	PARALYTIC ILEUS	MONDO:0004568	paralytic ileus	False	CHEBI:7003|MONDO:0004568	AVINZA is contraindicated in patients with known hypersensitivity to morphine, morphine salts, or any components of the product. AVINZA, like all opioids, is contraindicated in patients with respiratory depression in the absence of resuscitative equipment and in patients with acute or severe bronchial asthma.AVINZA, like all opioids, is contraindicated in any patient who has or is suspected of having paralytic ileus.	True
{'HYDROXYZINE'}	CHEBI:5818	Hydroxyzine	FETAL ABNORMALITIES	MONDO:0005030	fetal growth restriction	False	CHEBI:5818|MONDO:0005030	Hydroxyzine, when administered to the pregnant mouse, rat, and rabbit, induced fetal abnormalities in the rat and mouse at doses substantially above the human therapeutic range. Clinical data in human beings are inadequate to establish safety in early pregnancy. Until such data are available, hydroxyzine is contraindicated in early pregnancy.Hydroxyzine is contraindicated for patients who have shown a previous hypersensitivity to it.	True
set()	PUBCHEM.COMPOUND:452520	CHEMBL154740	ASTHMA	MONDO:0004979	asthma	False	PUBCHEM.COMPOUND:452520|MONDO:0004979	Diclofenac sodium delayed-release tablets are contraindicated in patients with hypersensitivity to the product. Diclofenac should not be given to patients who have experienced asthma, urticaria, or other allergic-type reactions after taking aspirin or other NSAIDs. Severe, rarely fatal, anaphylactic-like reactions to diclofenac have been reported in such patients.	True
set()	PUBCHEM.COMPOUND:452520	CHEMBL154740	URTICARIA	MONDO:0005492	urticaria	False	PUBCHEM.COMPOUND:452520|MONDO:0005492	Diclofenac sodium delayed-release tablets are contraindicated in patients with hypersensitivity to the product. Diclofenac should not be given to patients who have experienced asthma, urticaria, or other allergic-type reactions after taking aspirin or other NSAIDs. Severe, rarely fatal, anaphylactic-like reactions to diclofenac have been reported in such patients.	True
set()	PUBCHEM.COMPOUND:452520	CHEMBL154740	ALLERGIC-TYPE REACTIONS AFTER TAKING ASPIRIN OR OTHER NSAIDS	MONDO:0005271	allergic disease	False	PUBCHEM.COMPOUND:452520|MONDO:0005271	Diclofenac sodium delayed-release tablets are contraindicated in patients with hypersensitivity to the product. Diclofenac should not be given to patients who have experienced asthma, urticaria, or other allergic-type reactions after taking aspirin or other NSAIDs. Severe, rarely fatal, anaphylactic-like reactions to diclofenac have been reported in such patients.	True
set()	PUBCHEM.COMPOUND:452520	CHEMBL154740	ANAPHYLACTIC-LIKE REACTIONS	MONDO:0100053	anaphylaxis	False	PUBCHEM.COMPOUND:452520|MONDO:0100053	Diclofenac sodium delayed-release tablets are contraindicated in patients with hypersensitivity to the product. Diclofenac should not be given to patients who have experienced asthma, urticaria, or other allergic-type reactions after taking aspirin or other NSAIDs. Severe, rarely fatal, anaphylactic-like reactions to diclofenac have been reported in such patients.	True
{'BACLOFEN'}	CHEBI:187893	Baclofen	HYPERSENSITIVITY TO ANY COMPONENT OF THIS PRODUCT	MONDO:0005271	allergic disease	False	CHEBI:187893|MONDO:0005271	KEMSTRO™ is contraindicated in patients who are hypersensitive to any component of this product.	True
{'ACETAMINOPHEN', 'HYDROCODONE'}	RXCUI:144254	Lortab		MONDO:0015912	macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss	False	RXCUI:144254|MONDO:0015912	This product should not be administered to patients who have previously exhibited hypersensitivity to hydrocodone or acetaminophen.Patients known to be hypersensitive to other opioids may exhibit cross sensitivity to hydrocodone.	True
{'ACETAMINOPHEN', 'HYDROCODONE'}	RXCUI:144254	Lortab		MONDO:0015912	macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss	False	RXCUI:144254|MONDO:0015912	This product should not be administered to patients who have previously exhibited hypersensitivity to hydrocodone or acetaminophen.Patients known to be hypersensitive to other opioids may exhibit cross sensitivity to hydrocodone.	True
{'DIETHYLPROPION'}	CHEBI:4530	Diethylpropion	ADVANCED ARTERIOSCLEROSIS	MONDO:0002277	arteriosclerosis disorder	False	CHEBI:4530|MONDO:0002277	Diethylpropion hydrochloride should not be used in patients with advanced arteriosclerosis, hyperthyroidism, known hypersensitivity or idiosyncrasy to the sympathomimetic amines, glaucoma, severe hypertension, a history of drug abuse, or those in an agitated state (see PRECAUTIONS).Diethylpropion hydrochloride should not be given during, or within fourteen days following, the administration of monoamine oxidase inhibitors; hypertensive crises may result.	True
{'DIETHYLPROPION'}	CHEBI:4530	Diethylpropion	HYPERTHYROIDISM	MONDO:0004425	hyperthyroidism	False	CHEBI:4530|MONDO:0004425	Diethylpropion hydrochloride should not be used in patients with advanced arteriosclerosis, hyperthyroidism, known hypersensitivity or idiosyncrasy to the sympathomimetic amines, glaucoma, severe hypertension, a history of drug abuse, or those in an agitated state (see PRECAUTIONS).Diethylpropion hydrochloride should not be given during, or within fourteen days following, the administration of monoamine oxidase inhibitors; hypertensive crises may result.	True
{'DIETHYLPROPION'}	CHEBI:4530	Diethylpropion	GLAUCOMA	MONDO:0005041	glaucoma	False	CHEBI:4530|MONDO:0005041	Diethylpropion hydrochloride should not be used in patients with advanced arteriosclerosis, hyperthyroidism, known hypersensitivity or idiosyncrasy to the sympathomimetic amines, glaucoma, severe hypertension, a history of drug abuse, or those in an agitated state (see PRECAUTIONS).Diethylpropion hydrochloride should not be given during, or within fourteen days following, the administration of monoamine oxidase inhibitors; hypertensive crises may result.	True
{'DIETHYLPROPION'}	CHEBI:4530	Diethylpropion	SEVERE HYPERTENSION	MONDO:0005080	portal hypertension	False	CHEBI:4530|MONDO:0005080	Diethylpropion hydrochloride should not be used in patients with advanced arteriosclerosis, hyperthyroidism, known hypersensitivity or idiosyncrasy to the sympathomimetic amines, glaucoma, severe hypertension, a history of drug abuse, or those in an agitated state (see PRECAUTIONS).Diethylpropion hydrochloride should not be given during, or within fourteen days following, the administration of monoamine oxidase inhibitors; hypertensive crises may result.	True
