disease IDs	disease ID labels	list of diseases	active ingredients in therapy	drug ID	drug ID Label	drug|disease	inferred_from_mondo
UNII:C9R35M8XV6|MONDO:0001737	tetanus neonatorum	Hiberix	UNII:C9R35M8XV6	MONDO:0001737	"PROTECTIVE ANTIGEN OF BORDETELLA PERTUSSIS DIPHTHERIA TOXOID TETANUS TOXOID INACTIVATED POLIOVIRUS TYPES 1-3 (SABIN STRAIN)
HAEMOPHILUS INFLUENZAE TYPE B POLYSACCHARIDE- TETANUS TOXOID CONJUGATE"	tetanus	True
UNII:C9R35M8XV6|MONDO:0001737	tetanus neonatorum	Hiberix	UNII:C9R35M8XV6	MONDO:0001737	"PROTECTIVE ANTIGEN OF BORDETELLA PERTUSSIS DIPHTHERIA TOXOID TETANUS TOXOID INACTIVATED POLIOVIRUS TYPES 1-3 (SABIN STRAIN)
HAEMOPHILUS INFLUENZAE TYPE B POLYSACCHARIDE- TETANUS TOXOID CONJUGATE"	tetanus	True
CHEBI:133011|MONDO:0004924	chronic canaliculitis	oxytetracycline	CHEBI:133011	MONDO:0004924	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	actinomycosis	True
CHEBI:133011|MONDO:0005699	cervicofacial actinomycosis	oxytetracycline	CHEBI:133011	MONDO:0005699	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	actinomycosis	True
CHEBI:133011|MONDO:0021826	aerobic Actinomyces infection	oxytetracycline	CHEBI:133011	MONDO:0021826	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	actinomycosis	True
CHEBI:51032|MONDO:0001224	Angelucci syndrome	Epinastine	CHEBI:51032	MONDO:0001224	EPINASTINE HYDROCHLORIDE	atopic conjunctivitis	True
CHEBI:34829|MONDO:0001224	Angelucci syndrome	Medrysone	CHEBI:34829	MONDO:0001224	{'MEDRYSONE'}	atopic conjunctivitis	True
CHEBI:133011|MONDO:0005671	Blastocystis infectious disease	oxytetracycline	CHEBI:133011	MONDO:0005671	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	amebiasis	True
CHEBI:133011|MONDO:0024275	amebic dysentery	oxytetracycline	CHEBI:133011	MONDO:0024275	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	amebiasis	True
CHEBI:133011|MONDO:0005834	lymphogranuloma venereum	oxytetracycline	CHEBI:133011	MONDO:0005834	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	granuloma inguinale	True
DRUGBANK:DB15500|MONDO:0005460	swine influenza	Influenza A virus A/Brisbane/02/2018 IVR-190 (H1N1) antigen (propiolactone inactivated)	DRUGBANK:DB15500	MONDO:0005460	LIVE ATTENUATED INFLUENZA VIRUS (TYPE A AND TYPE B)	influenza	True
DRUGBANK:DB15500|MONDO:0018695	avian influenza	Influenza A virus A/Brisbane/02/2018 IVR-190 (H1N1) antigen (propiolactone inactivated)	DRUGBANK:DB15500	MONDO:0018695	LIVE ATTENUATED INFLUENZA VIRUS (TYPE A AND TYPE B)	influenza	True
CHEBI:133011|MONDO:0006836	Listeria meningitis	oxytetracycline	CHEBI:133011	MONDO:0006836	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	listeriosis	True
UNII:5384HK7574|MONDO:0700078	triple-positive breast carcinoma	Trastuzumab deruxtecan	UNII:5384HK7574	MONDO:0700078	TRASTUZUMAB DERUXTECAN	HER2 positive breast carcinoma	True
CHEBI:229213|MONDO:0700078	triple-positive breast carcinoma	Elacestrant	CHEBI:229213	MONDO:0700078	ELACESTRANT	estrogen-receptor positive breast cancer	True
CHEBI:229213|MONDO:0700079	hormone receptor-positive breast cancer	Elacestrant	CHEBI:229213	MONDO:0700079	ELACESTRANT	estrogen-receptor positive breast cancer	True
UNII:FYS6T7F842|MONDO:0024516	familial acne inversa	Adalimumab	UNII:FYS6T7F842	MONDO:0024516	ADALIMUMAB	hidradenitis suppurativa	True
UNII:FYS6T7F842|MONDO:0007728	acne inversa, familial, 1	Adalimumab	UNII:FYS6T7F842	MONDO:0007728	ADALIMUMAB	hidradenitis suppurativa-->familial acne inversa	True
UNII:FYS6T7F842|MONDO:0013397	acne inversa, familial, 2	Adalimumab	UNII:FYS6T7F842	MONDO:0013397	ADALIMUMAB	hidradenitis suppurativa-->familial acne inversa	True
UNII:FYS6T7F842|MONDO:0013398	acne inversa, familial, 3	Adalimumab	UNII:FYS6T7F842	MONDO:0013398	ADALIMUMAB	hidradenitis suppurativa-->familial acne inversa	True
UNII:FYS6T7F842|MONDO:0004773	iridocyclitis	Adalimumab	UNII:FYS6T7F842	MONDO:0004773	ADALIMUMAB	anterior uveitis	True
UNII:FYS6T7F842|MONDO:0004772	glaucomatocyclitic crisis	Adalimumab	UNII:FYS6T7F842	MONDO:0004772	ADALIMUMAB	anterior uveitis-->iridocyclitis	True
UNII:FYS6T7F842|MONDO:0004775	lens-induced iridocyclitis	Adalimumab	UNII:FYS6T7F842	MONDO:0004775	ADALIMUMAB	anterior uveitis-->iridocyclitis	True
UNII:FYS6T7F842|MONDO:0017210	infectious anterior uveitis	Adalimumab	UNII:FYS6T7F842	MONDO:0017210	ADALIMUMAB	anterior uveitis-->iridocyclitis	True
UNII:FYS6T7F842|MONDO:0001036	hypopyon	Adalimumab	UNII:FYS6T7F842	MONDO:0001036	ADALIMUMAB	anterior uveitis-->iridocyclitis-->infectious anterior uveitis	True
UNII:FYS6T7F842|MONDO:0001035	hypopyon ulcer	Adalimumab	UNII:FYS6T7F842	MONDO:0001035	ADALIMUMAB	anterior uveitis-->iridocyclitis-->infectious anterior uveitis-->hypopyon	True
UNII:FYS6T7F842|MONDO:0004774	gonococcal iridocyclitis	Adalimumab	UNII:FYS6T7F842	MONDO:0004774	ADALIMUMAB	anterior uveitis-->iridocyclitis-->infectious anterior uveitis	True
UNII:FYS6T7F842|MONDO:0017256	idiopathic anterior uveitis	Adalimumab	UNII:FYS6T7F842	MONDO:0017256	ADALIMUMAB	anterior uveitis	True
UNII:FYS6T7F842|MONDO:0017634	non-infectious anterior uveitis	Adalimumab	UNII:FYS6T7F842	MONDO:0017634	ADALIMUMAB	anterior uveitis	True
UNII:FYS6T7F842|MONDO:0016207	phacoanaphylactic uveitis	Adalimumab	UNII:FYS6T7F842	MONDO:0016207	ADALIMUMAB	anterior uveitis-->non-infectious anterior uveitis	True
UNII:FYS6T7F842|MONDO:0016989	Fuchs heterochromic iridocyclitis	Adalimumab	UNII:FYS6T7F842	MONDO:0016989	ADALIMUMAB	anterior uveitis-->non-infectious anterior uveitis	True
UNII:FYS6T7F842|MONDO:0019198	sympathetic ophthalmia	Adalimumab	UNII:FYS6T7F842	MONDO:0019198	ADALIMUMAB	anterior uveitis-->non-infectious anterior uveitis	True
CHEBI:5938|MONDO:0018826	Lewis-Sumner syndrome	Interferon beta-1b	CHEBI:5938	MONDO:0018826	INTERFERON BETA-1B	chronic inflammatory demyelinating polyradiculo...	True
CHEBI:9180|MONDO:0000948	xerophthalmia	Sodium salicylate	CHEBI:9180	MONDO:0000948	DIQUAFOSOI SODIUM	dry eye syndrome	True
CHEBI:133011|MONDO:0002410	pyeloureteritis cystica	oxytetracycline	CHEBI:133011	MONDO:0002410	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	pyelitis	True
CHEBI:133011|MONDO:0006939	pyelonephritis	oxytetracycline	CHEBI:133011	MONDO:0006939	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	pyelitis	True
CHEBI:133011|MONDO:0001110	chronic pyelonephritis	oxytetracycline	CHEBI:133011	MONDO:0001110	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	pyelitis-->pyelonephritis	True
CHEBI:133011|MONDO:0007022	xanthogranulomatous pyelonephritis	oxytetracycline	CHEBI:133011	MONDO:0007022	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	pyelitis-->pyelonephritis-->chronic pyelonephritis	True
CHEBI:133011|MONDO:0003529	acute pyelonephritis	oxytetracycline	CHEBI:133011	MONDO:0003529	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	pyelitis-->pyelonephritis	True
CHEBI:133011|MONDO:0021746	pyelocystitis	oxytetracycline	CHEBI:133011	MONDO:0021746	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	pyelitis	True
CHEBI:133011|MONDO:0001110	chronic pyelonephritis	oxytetracycline	CHEBI:133011	MONDO:0001110	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	pyelonephritis	True
CHEBI:133011|MONDO:0007022	xanthogranulomatous pyelonephritis	oxytetracycline	CHEBI:133011	MONDO:0007022	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	pyelonephritis-->chronic pyelonephritis	True
CHEBI:133011|MONDO:0003529	acute pyelonephritis	oxytetracycline	CHEBI:133011	MONDO:0003529	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	pyelonephritis	True
PUBCHEM.COMPOUND:92043599|MONDO:0003084	uremic neuropathy	epoetin alfa	PUBCHEM.COMPOUND:92043599	MONDO:0003084	EPOETIN ALFA	uremia	True
PUBCHEM.COMPOUND:92043599|MONDO:0003084	uremic neuropathy	epoetin alfa	PUBCHEM.COMPOUND:92043599	MONDO:0003084	EPOETIN ALFA	uremia	True
CHEBI:133011|MONDO:0015766	cholera	oxytetracycline	CHEBI:133011	MONDO:0015766	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	vibrio infectious disease	True
CHEBI:133011|MONDO:0043297	vibrio vulnificus infectious disease	oxytetracycline	CHEBI:133011	MONDO:0043297	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	vibrio infectious disease	True
UNII:7SE5582Q2P|MONDO:0011606	baby rattle pelvis dysplasia	Vosoritide	UNII:7SE5582Q2P	MONDO:0011606	VOSORITIDE	Achondroplasia	True
UNII:7SE5582Q2P|MONDO:0042975	pseudoachondroplastic dysplasia 2	Vosoritide	UNII:7SE5582Q2P	MONDO:0042975	VOSORITIDE	Achondroplasia	True
CHEBI:134709|MONDO:0024358	complex sleep apnea	Pitolisant	CHEBI:134709	MONDO:0024358	PITOLISANT	obstructive sleep apnea syndrome	True
UNII:D99YVK4L0X|MONDO:0006735	duodenogastric reflux	Ramucirumab	UNII:D99YVK4L0X	MONDO:0006735	RAMUCIRUMAB	gastroesophageal reflux disease	True
CHEBI:4975|MONDO:0006735	duodenogastric reflux	Famotidine	CHEBI:4975	MONDO:0006735	{'FAMOTIDINE'}	gastroesophageal reflux disease	True
CHEBI:8776|MONDO:0006735	duodenogastric reflux	ranitidine	CHEBI:8776	MONDO:0006735	{'RANITIDINE'}	gastroesophageal reflux disease	True
CHEBI:8776|MONDO:0006735	duodenogastric reflux	ranitidine	CHEBI:8776	MONDO:0006735	{'RANITIDINE'}	gastroesophageal reflux disease	True
UNII:4F4X42SYQ6|MONDO:0006150	colon Burkitt lymphoma	Rituximab	UNII:4F4X42SYQ6	MONDO:0006150	RITUXIMAB	Burkitt lymphoma	True
UNII:4F4X42SYQ6|MONDO:0006416	small intestinal Burkitt lymphoma	Rituximab	UNII:4F4X42SYQ6	MONDO:0006416	RITUXIMAB	Burkitt lymphoma	True
UNII:4F4X42SYQ6|MONDO:0006150	colon Burkitt lymphoma	Rituximab	UNII:4F4X42SYQ6	MONDO:0006150	RITUXIMAB	Burkitt lymphoma	True
UNII:4F4X42SYQ6|MONDO:0006416	small intestinal Burkitt lymphoma	Rituximab	UNII:4F4X42SYQ6	MONDO:0006416	RITUXIMAB	Burkitt lymphoma	True
UNII:4F4X42SYQ6|MONDO:0006150	colon Burkitt lymphoma	Rituximab	UNII:4F4X42SYQ6	MONDO:0006150	RITUXIMAB	Burkitt lymphoma	True
UNII:4F4X42SYQ6|MONDO:0006416	small intestinal Burkitt lymphoma	Rituximab	UNII:4F4X42SYQ6	MONDO:0006416	RITUXIMAB	Burkitt lymphoma	True
UNII:4F4X42SYQ6|MONDO:0006150	colon Burkitt lymphoma	Rituximab	UNII:4F4X42SYQ6	MONDO:0006150	RITUXIMAB	Burkitt lymphoma	True
UNII:4F4X42SYQ6|MONDO:0006416	small intestinal Burkitt lymphoma	Rituximab	UNII:4F4X42SYQ6	MONDO:0006416	RITUXIMAB	Burkitt lymphoma	True
UNII:4F4X42SYQ6|MONDO:0006150	colon Burkitt lymphoma	Rituximab	UNII:4F4X42SYQ6	MONDO:0006150	RITUXIMAB	Burkitt lymphoma	True
UNII:4F4X42SYQ6|MONDO:0006416	small intestinal Burkitt lymphoma	Rituximab	UNII:4F4X42SYQ6	MONDO:0006416	RITUXIMAB	Burkitt lymphoma	True
CHEBI:6709|MONDO:0003147	space motion sickness	Meclizine	CHEBI:6709	MONDO:0003147	{'MECLIZINE'}	motion sickness	True
CHEBI:8461|MONDO:0003147	space motion sickness	Promethazine	CHEBI:8461	MONDO:0003147	{'PROMETHAZINE'}	motion sickness	True
UNII:4F4X42SYQ6|MONDO:0019322	pemphigus vegetans	Rituximab	UNII:4F4X42SYQ6	MONDO:0019322	RITUXIMAB	pemphigus vulgaris	True
UNII:4F4X42SYQ6|MONDO:0019322	pemphigus vegetans	Rituximab	UNII:4F4X42SYQ6	MONDO:0019322	RITUXIMAB	pemphigus vulgaris	True
UNII:4F4X42SYQ6|MONDO:0019322	pemphigus vegetans	Rituximab	UNII:4F4X42SYQ6	MONDO:0019322	RITUXIMAB	pemphigus vulgaris	True
UNII:4F4X42SYQ6|MONDO:0019322	pemphigus vegetans	Rituximab	UNII:4F4X42SYQ6	MONDO:0019322	RITUXIMAB	pemphigus vulgaris	True
UNII:4F4X42SYQ6|MONDO:0019322	pemphigus vegetans	Rituximab	UNII:4F4X42SYQ6	MONDO:0019322	RITUXIMAB	pemphigus vulgaris	True
CHEBI:63632|MONDO:0003437	occult small cell lung carcinoma	Topotecan	CHEBI:63632	MONDO:0003437	TOPOTECAN	small cell lung carcinoma	True
CHEBI:63632|MONDO:0003438	combined small cell lung carcinoma	Topotecan	CHEBI:63632	MONDO:0003438	TOPOTECAN	small cell lung carcinoma	True
CHEBI:63632|MONDO:0000532	lung combined type small cell adenocarcinoma	Topotecan	CHEBI:63632	MONDO:0000532	TOPOTECAN	small cell lung carcinoma-->combined small cell lung carcinoma	True
CHEBI:66917|MONDO:0021851	alopecia universalis onychodystrophy vitiligo	ruxolitinib phosphate	CHEBI:66917	MONDO:0021851	RUXOLITINIB	vitiligo	True
CHEBI:5120|MONDO:0021923	Arroyo Garcia Cimadevilla syndrome	Fluoxymesterone	CHEBI:5120	MONDO:0021923	{'FLUOXYMESTERONE'}	cryptorchidism	True
UNII:EO144CP0X9|MONDO:0017694	glycogen storage disease due to acid maltase de...	Avalglucosidase alfa	UNII:EO144CP0X9	MONDO:0017694	AVALGLUCOSIDASE ALFA 	glycogen storage disease II	True
UNII:EO144CP0X9|MONDO:0018485	glycogen storage disease due to acid maltase de...	Avalglucosidase alfa	UNII:EO144CP0X9	MONDO:0018485	AVALGLUCOSIDASE ALFA 	glycogen storage disease II	True
CHEBI:9613|MONDO:0005139	morbid obesity	Tolazamide	CHEBI:9613	MONDO:0005139	{'TOLAZAMIDE'}	obesity disorder	True
CHEBI:9613|MONDO:0019182	inherited obesity	Tolazamide	CHEBI:9613	MONDO:0019182	{'TOLAZAMIDE'}	obesity disorder	True
CHEBI:9613|MONDO:0010961	obesity due to prohormone convertase I deficiency	Tolazamide	CHEBI:9613	MONDO:0010961	{'TOLAZAMIDE'}	obesity disorder-->inherited obesity	True
CHEBI:9613|MONDO:0012335	obesity due to pro-opiomelanocortin deficiency	Tolazamide	CHEBI:9613	MONDO:0012335	{'TOLAZAMIDE'}	obesity disorder-->inherited obesity	True
CHEBI:9613|MONDO:0013991	obesity due to congenital leptin deficiency	Tolazamide	CHEBI:9613	MONDO:0013991	{'TOLAZAMIDE'}	obesity disorder-->inherited obesity	True
CHEBI:9613|MONDO:0013992	obesity due to leptin receptor gene deficiency	Tolazamide	CHEBI:9613	MONDO:0013992	{'TOLAZAMIDE'}	obesity disorder-->inherited obesity	True
CHEBI:9613|MONDO:0014309	obesity due to CEP19 deficiency	Tolazamide	CHEBI:9613	MONDO:0014309	{'TOLAZAMIDE'}	obesity disorder-->inherited obesity	True
CHEBI:9613|MONDO:0018244	obesity due to SIM1 deficiency	Tolazamide	CHEBI:9613	MONDO:0018244	{'TOLAZAMIDE'}	obesity disorder-->inherited obesity	True
CHEBI:9613|MONDO:0019115	obesity due to melanocortin 4 receptor deficiency	Tolazamide	CHEBI:9613	MONDO:0019115	{'TOLAZAMIDE'}	obesity disorder-->inherited obesity	True
CHEBI:133011|MONDO:0100486	adult acne	oxytetracycline	CHEBI:133011	MONDO:0100486	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	acne	True
CHEBI:6067|MONDO:0100486	adult acne	Isotretinoin	CHEBI:6067	MONDO:0100486	{'ISOTRETINOIN'}	acne	True
UNII:FYS6T7F842|MONDO:0019436	psoriasis-related juvenile idiopathic arthritis	Adalimumab	UNII:FYS6T7F842	MONDO:0019436	ADALIMUMAB	psoriatic arthritis	True
CHEBI:78540|MONDO:0019436	psoriasis-related juvenile idiopathic arthritis	Apremilast	CHEBI:78540	MONDO:0019436	APREMILAST	psoriatic arthritis	True
UNII:B72HH48FLU|MONDO:0019436	psoriasis-related juvenile idiopathic arthritis	Infliximab	UNII:B72HH48FLU	MONDO:0019436	INFLIXIMAB	psoriatic arthritis	True
UNII:FU77B4U5Z0|MONDO:0019436	psoriasis-related juvenile idiopathic arthritis	Ustekinumab	UNII:FU77B4U5Z0	MONDO:0019436	USTEKINUMAB  [USTEKINUMAB BIOSIMILAR 1]	psoriatic arthritis	True
CHEBI:52172|MONDO:0006115	blast phase chronic myelogenous leukemia, BCR-A...	Nilotinib	CHEBI:52172	MONDO:0006115	NILOTINIB	chronic myelogenous leukemia, BCR-ABL1 positive	True
CHEBI:52172|MONDO:0010809	familial chronic myelocytic leukemia-like syndrome	Nilotinib	CHEBI:52172	MONDO:0010809	NILOTINIB	chronic myelogenous leukemia, BCR-ABL1 positive	True
CHEBI:52172|MONDO:0021367	leukemia, myeloid, accelerated-phase	Nilotinib	CHEBI:52172	MONDO:0021367	NILOTINIB	chronic myelogenous leukemia, BCR-ABL1 positive	True
UNII:4FR53SIF3A|MONDO:0006115	blast phase chronic myelogenous leukemia, BCR-A...	Blinatumomab	UNII:4FR53SIF3A	MONDO:0006115	BLINATUMOMAB	chronic myelogenous leukemia, BCR-ABL1 positive	True
UNII:4FR53SIF3A|MONDO:0010809	familial chronic myelocytic leukemia-like syndrome	Blinatumomab	UNII:4FR53SIF3A	MONDO:0010809	BLINATUMOMAB	chronic myelogenous leukemia, BCR-ABL1 positive	True
UNII:4FR53SIF3A|MONDO:0021367	leukemia, myeloid, accelerated-phase	Blinatumomab	UNII:4FR53SIF3A	MONDO:0021367	BLINATUMOMAB	chronic myelogenous leukemia, BCR-ABL1 positive	True
UNII:O880NM097T|MONDO:0015943	eosinophilic granulomatosis with polyangiitis	Avacopan	UNII:O880NM097T	MONDO:0015943	AVACOPAN	granulomatosis with polyangiitis	True
UNII:4F4X42SYQ6|MONDO:0015943	eosinophilic granulomatosis with polyangiitis	Rituximab	UNII:4F4X42SYQ6	MONDO:0015943	RITUXIMAB	granulomatosis with polyangiitis	True
UNII:4F4X42SYQ6|MONDO:0015943	eosinophilic granulomatosis with polyangiitis	Rituximab	UNII:4F4X42SYQ6	MONDO:0015943	RITUXIMAB	granulomatosis with polyangiitis	True
UNII:4F4X42SYQ6|MONDO:0015943	eosinophilic granulomatosis with polyangiitis	Rituximab	UNII:4F4X42SYQ6	MONDO:0015943	RITUXIMAB	granulomatosis with polyangiitis	True
UNII:4F4X42SYQ6|MONDO:0015943	eosinophilic granulomatosis with polyangiitis	Rituximab	UNII:4F4X42SYQ6	MONDO:0015943	RITUXIMAB	granulomatosis with polyangiitis	True
UNII:4F4X42SYQ6|MONDO:0015943	eosinophilic granulomatosis with polyangiitis	Rituximab	UNII:4F4X42SYQ6	MONDO:0015943	RITUXIMAB	granulomatosis with polyangiitis	True
CHEBI:16796|MONDO:0010808	fatal familial insomnia	Melatonin	CHEBI:16796	MONDO:0010808	MELATONIN	insomnia	True
CHEBI:72305|MONDO:0019802	secondary short bowel syndrome	Teduglutide	CHEBI:72305	MONDO:0019802	TEDUGLUTIDE 	short bowel syndrome	True
UNII:2S9ZZM9Q9V|MONDO:0006386	primary peritoneal serous adenocarcinoma	Bevacizumab	UNII:2S9ZZM9Q9V	MONDO:0006386	BEVACIZUMAB	primary peritoneal carcinoma	True
UNII:2S9ZZM9Q9V|MONDO:0018368	primary peritoneal serous/papillary carcinoma	Bevacizumab	UNII:2S9ZZM9Q9V	MONDO:0018368	BEVACIZUMAB	primary peritoneal carcinoma-->primary peritoneal serous adenocarcinoma	True
CHEBI:134689|MONDO:0006386	primary peritoneal serous adenocarcinoma	Rucaparib	CHEBI:134689	MONDO:0006386	RUCAPARIB	primary peritoneal carcinoma	True
CHEBI:134689|MONDO:0018368	primary peritoneal serous/papillary carcinoma	Rucaparib	CHEBI:134689	MONDO:0018368	RUCAPARIB	primary peritoneal carcinoma-->primary peritoneal serous adenocarcinoma	True
DRUGBANK:DB00083|MONDO:0008368	autosomal dominant distal renal tubular acidosis	Botulinum toxin type A	DRUGBANK:DB00083	MONDO:0008368	N/A FOR THIS COMBINATION DRUG	distal renal tubular acidosis	True
DRUGBANK:DB00083|MONDO:0012700	renal tubular acidosis, distal, 4, with hemolyt...	Botulinum toxin type A	DRUGBANK:DB00083	MONDO:0012700	N/A FOR THIS COMBINATION DRUG	distal renal tubular acidosis	True
DRUGBANK:DB00083|MONDO:0018440	autosomal recessive distal renal tubular acidosis	Botulinum toxin type A	DRUGBANK:DB00083	MONDO:0018440	N/A FOR THIS COMBINATION DRUG	distal renal tubular acidosis	True
DRUGBANK:DB00083|MONDO:0009968	renal tubular acidosis, distal, 2, with progres...	Botulinum toxin type A	DRUGBANK:DB00083	MONDO:0009968	N/A FOR THIS COMBINATION DRUG	distal renal tubular acidosis-->autosomal recessive distal renal tubular acidosis	True
DRUGBANK:DB00083|MONDO:0011268	renal tubular acidosis, distal, 3, with or with...	Botulinum toxin type A	DRUGBANK:DB00083	MONDO:0011268	N/A FOR THIS COMBINATION DRUG	distal renal tubular acidosis-->autosomal recessive distal renal tubular acidosis	True
CHEBI:26710|MONDO:0008368	autosomal dominant distal renal tubular acidosis	Sodium chloride	CHEBI:26710	MONDO:0008368	{'CALCIUM CHLORIDE', 'POTASSIUM CHLORIDE', 'SODIUM ACETATE', 'SODIUM LACTATE', 'MAGNESIUM CHLORIDE', 'SODIUM CHLORIDE'}	distal renal tubular acidosis	True
CHEBI:26710|MONDO:0012700	renal tubular acidosis, distal, 4, with hemolyt...	Sodium chloride	CHEBI:26710	MONDO:0012700	{'CALCIUM CHLORIDE', 'POTASSIUM CHLORIDE', 'SODIUM ACETATE', 'SODIUM LACTATE', 'MAGNESIUM CHLORIDE', 'SODIUM CHLORIDE'}	distal renal tubular acidosis	True
CHEBI:26710|MONDO:0018440	autosomal recessive distal renal tubular acidosis	Sodium chloride	CHEBI:26710	MONDO:0018440	{'CALCIUM CHLORIDE', 'POTASSIUM CHLORIDE', 'SODIUM ACETATE', 'SODIUM LACTATE', 'MAGNESIUM CHLORIDE', 'SODIUM CHLORIDE'}	distal renal tubular acidosis	True
CHEBI:26710|MONDO:0009968	renal tubular acidosis, distal, 2, with progres...	Sodium chloride	CHEBI:26710	MONDO:0009968	{'CALCIUM CHLORIDE', 'POTASSIUM CHLORIDE', 'SODIUM ACETATE', 'SODIUM LACTATE', 'MAGNESIUM CHLORIDE', 'SODIUM CHLORIDE'}	distal renal tubular acidosis-->autosomal recessive distal renal tubular acidosis	True
CHEBI:26710|MONDO:0011268	renal tubular acidosis, distal, 3, with or with...	Sodium chloride	CHEBI:26710	MONDO:0011268	{'CALCIUM CHLORIDE', 'POTASSIUM CHLORIDE', 'SODIUM ACETATE', 'SODIUM LACTATE', 'MAGNESIUM CHLORIDE', 'SODIUM CHLORIDE'}	distal renal tubular acidosis-->autosomal recessive distal renal tubular acidosis	True
CHEBI:26710|MONDO:0008368	autosomal dominant distal renal tubular acidosis	Sodium chloride	CHEBI:26710	MONDO:0008368	{'CALCIUM CHLORIDE', 'POTASSIUM CHLORIDE', 'SODIUM ACETATE', 'SODIUM LACTATE', 'MAGNESIUM CHLORIDE', 'SODIUM CHLORIDE'}	distal renal tubular acidosis	True
CHEBI:26710|MONDO:0012700	renal tubular acidosis, distal, 4, with hemolyt...	Sodium chloride	CHEBI:26710	MONDO:0012700	{'CALCIUM CHLORIDE', 'POTASSIUM CHLORIDE', 'SODIUM ACETATE', 'SODIUM LACTATE', 'MAGNESIUM CHLORIDE', 'SODIUM CHLORIDE'}	distal renal tubular acidosis	True
CHEBI:26710|MONDO:0018440	autosomal recessive distal renal tubular acidosis	Sodium chloride	CHEBI:26710	MONDO:0018440	{'CALCIUM CHLORIDE', 'POTASSIUM CHLORIDE', 'SODIUM ACETATE', 'SODIUM LACTATE', 'MAGNESIUM CHLORIDE', 'SODIUM CHLORIDE'}	distal renal tubular acidosis	True
CHEBI:26710|MONDO:0009968	renal tubular acidosis, distal, 2, with progres...	Sodium chloride	CHEBI:26710	MONDO:0009968	{'CALCIUM CHLORIDE', 'POTASSIUM CHLORIDE', 'SODIUM ACETATE', 'SODIUM LACTATE', 'MAGNESIUM CHLORIDE', 'SODIUM CHLORIDE'}	distal renal tubular acidosis-->autosomal recessive distal renal tubular acidosis	True
CHEBI:26710|MONDO:0011268	renal tubular acidosis, distal, 3, with or with...	Sodium chloride	CHEBI:26710	MONDO:0011268	{'CALCIUM CHLORIDE', 'POTASSIUM CHLORIDE', 'SODIUM ACETATE', 'SODIUM LACTATE', 'MAGNESIUM CHLORIDE', 'SODIUM CHLORIDE'}	distal renal tubular acidosis-->autosomal recessive distal renal tubular acidosis	True
DRUGBANK:DB00028|MONDO:0001713	inherited aplastic anemia	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0001713	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia	True
DRUGBANK:DB00028|MONDO:0008688	WT limb-blood syndrome	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0008688	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia	True
DRUGBANK:DB00028|MONDO:0013851	autosomal dominant aplasia and myelodysplasia	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0013851	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia	True
DRUGBANK:DB00028|MONDO:0014317	pancytopenia-developmental delay syndrome	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0014317	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia	True
DRUGBANK:DB00028|MONDO:0015253	Diamond-Blackfan anemia	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0015253	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia	True
DRUGBANK:DB00028|MONDO:0007110	Diamond-Blackfan anemia 1	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0007110	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia-->Diamond-Blackfan anemia	True
DRUGBANK:DB00028|MONDO:0010493	Diamond-Blackfan anemia 14 with mandibulofacial...	Human immunoglobulin G	DRUGBANK:DB00028	MONDO:0010493	ANTI-HUMAN THYMOCYTE IMMUNOGLOBULIN, EQUINE	aplastic anemia-->inherited aplastic anemia-->Diamond-Blackfan anemia	True
