disease IDs	disease ID labels	list of diseases	active ingredients in therapy	drug ID	drug ID Label	drug|disease
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	HERPES SIMPLEX VIRUS INFECTION	VALACICLOVIR HYDROCHLORIDE	CHEBI:9919	Valacyclovir hydrochloride	MONDO:0017381|CHEBI:9919
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017381	congenital herpes simplex virus infection	NEONATAL HERPES SIMPLEX VIRUS INFECTION	ACICLOVIR	CHEBI:2453	Acyclovir	MONDO:0017381|CHEBI:2453
MONDO:0017409	fetal cytomegalovirus syndrome	CYTOMEGALOVIRUS (CMV) INFECTION	MARIBAVIR	UNII:PTB4X93HE1	Maribavir	MONDO:0017409|UNII:PTB4X93HE1
MONDO:0017409	fetal cytomegalovirus syndrome	SYMPTOMATIC CONGENITAL CYTOMEGALOVIRUS INFECTION	VALGANCICLOVIR HYDROCHLORIDE	CHEBI:63635	Valganciclovir	MONDO:0017409|CHEBI:63635
MONDO:0017443	congenital absence of both forearm and hand	AND HAND	"LIDOCAINE HYDROCHLORIDE MONOHYDRATE
LIDOCAINE HYDROCHLORIDE"	CHEBI:6456	Lidocaine	MONDO:0017443|CHEBI:6456
MONDO:0017474	macrodactyly of fingers	SPRAINS OF THE WRIST AND HAND	"LIDOCAINE HYDROCHLORIDE MONOHYDRATE
LIDOCAINE HYDROCHLORIDE"	CHEBI:6456	Lidocaine	MONDO:0017474|CHEBI:6456
MONDO:0017572	tick-borne encephalitis	ENCEPHALITIS)	MORPHINE HYDROCHLORIDE	CHEBI:55340	morphine hydrochloride	MONDO:0017572|CHEBI:55340
MONDO:0017572	tick-borne encephalitis	TICK-BORNE ENCEPHALITIS	INACTIVATED TICK-BORNE ENCEPHALITIS VIRUS	RXCUI:2583638	tick-borne encephalitis purified antigen 0.0048 MG/ML	MONDO:0017572|RXCUI:2583638
MONDO:0017595	aggressive B-cell non-Hodgkin lymphoma	MULTIPLY RELAPSED OR REFRACTORY AGGRESSIVE NON-HODGKIN B-CELL LYMPHOMAS (NHL)	PIXANTRONE DIMALEATE	UNII:P0R64C4CR9	PIXANTRONE DIMALEATE	MONDO:0017595|UNII:P0R64C4CR9
MONDO:0017598	primary cutaneous anaplastic large cell lymphoma	CD30-POSITIVE HODGKIN’S LYMPHOMA	"BRENTUXIMAB VEDOTIN
"	UNII:7XL5ISS668	Adcetris	MONDO:0017598|UNII:7XL5ISS668
MONDO:0017598	primary cutaneous anaplastic large cell lymphoma	HODGKIN’S LYMPHOMA (CD30-POSITIVE)	BRENTUXIMAB VEDOTIN 	UNII:7XL5ISS668	Adcetris	MONDO:0017598|UNII:7XL5ISS668
MONDO:0017604	marginal zone lymphoma	MARGINAL ZONE LYMPHOMA	LENALIDOMIDE HYDRATE	CHEBI:63791	Lenalidomide	MONDO:0017604|CHEBI:63791
MONDO:0017604	marginal zone lymphoma	MARGINAL ZONE LYMPHOMA (MZL)	ZANUBRUTINIB	UNII:AG9MHG098Z	Zanubrutinib	MONDO:0017604|UNII:AG9MHG098Z
MONDO:0017612	junctional epidermolysis bullosa	JUNCTIONAL EPIDERMOLYSIS BULLOSA (EB)	BIRCH BARK EXTRACT	DRUGBANK:DB16536	Birch bark extract	MONDO:0017612|DRUGBANK:DB16536
MONDO:0017773	hypoalphalipoproteinemia	LOW HDL-CHOLESTEROL (C)	FENOFIBRATE, PRAVASTATIN	CHEBI:5001	Fenofibrate	MONDO:0017773|CHEBI:5001
